identifier,accessLevel,contactPoint,programCode,description,title,distribution,license,bureauCode,modified,publisher,keyword
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/11446da3eaa04ecc9b086ffcaa1c9818,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the contiguous United States are ensemble mean values across 20 global climate models from the CMIP5 experiment (https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00094.1), downscaled to a 4 km grid. For more information on the downscaling method and to access the data, please see Abatzoglou and Brown, 2012 (https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.2312) and the Northwest Knowledge Network (https://climate.northwestknowledge.net/MACA/). We used the MACAv2- Metdata monthly dataset; average temperature values were calculated as the mean of monthly minimum and maximum air temperature values (degrees C), averaged over the season of interest (annual, winter, or summer). Absolute change was then calculated between the historical and future time periods.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4910/47007970531_16a713f537.jpg"" /></p>",Historical annual temperature (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/11446da3eaa04ecc9b086ffcaa1c9818"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgAnnualTempHistorical1975_2005_CONUS/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/11446da3eaa04ecc9b086ffcaa1c9818/license,"[""005:96""]",2019-03-22,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""temperature"", ""warming"", ""CONUS"", ""contiguous US""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/e1a010ce59af47c8bf26452468e1cb67,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Snow residence time (in days) and April 1 snow water equivalent (in mm) were modeled using the spatial analog models of Luce et al., 2014 (https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2013WR014844); see also Lute and Luce, 2017 (https://agupubs.onlinelibrary.wiley.com/doi/full/10.1002/2017WR020752). These models are built on precipitation and snow data from Snowpack Telemetry (SNOTEL) stations across the western United States and temperature data from the TopoWx dataset (https://rmets.onlinelibrary.wiley.com/doi/10.1002/joc.4127). They were calculated for the historical (1975-2005) and future (2071-2090) time periods, along with absolute and percent change.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4878/40043444143_f9950c054b.jpg"" /></p>",Historical snow residence time (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/e1a010ce59af47c8bf26452468e1cb67"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/SnowResidenceTime_Historical/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/services/RDW_Climate/SnowResidenceTime_Historical/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""OGC WMS"", ""mediaType"": ""application/vnd.ogc.wms_xml"", ""title"": ""OGC WMS""}]",https://hub.arcgis.com/api/v2/datasets/e1a010ce59af47c8bf26452468e1cb67/license,"[""005:96""]",2019-03-22,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""snow"", ""snow residence time"", ""SRT"", ""CONUS"", ""contiguous US""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/4c5e8f9648004c34b8ab2580ec77f93c,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the state of Alaska were developed by the Scenarios Network for Alaska and Arctic Planning (SNAP) (https://snap.uaf.edu). Monthly precipitation values (mm) were summed over the season of interest (annual, winter, or summer). These datasets have several important differences from the MACAv2-Metdata (https://climate.northwestknowledge.net/MACA/) products, used in the contiguous U.S. They were developed using different global circulation models and different downscaling methods, and were downscaled to a different scale (771 m instead of 4 km). While these cover the same time periods and use broadly similar approaches, caution should be used when directly comparing values between Alaska and the contiguous United States.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4865/47007972151_a9299258f0.jpg"" /></p>",Historical summer precipitation (Alaska) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/4c5e8f9648004c34b8ab2580ec77f93c"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgSummerPrecipHistorical1975_2005_AK/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/4c5e8f9648004c34b8ab2580ec77f93c/license,"[""005:96""]",2019-03-25,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""precipitation"", ""water yield"", ""Alaska""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/3cece2895280441b85c5b5432b325a17,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the contiguous United States are ensemble mean values across 20 global climate models from the CMIP5 experiment (https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00094.1), downscaled to a 4 km grid. For more information on the downscaling method and to access the data, please see Abatzoglou and Brown, 2012 (https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.2312) and the Northwest Knowledge Network (https://climate.northwestknowledge.net/MACA/). We used the MACAv2- Metdata monthly dataset; monthly precipitation values (mm) were summed over the season of interest (annual, winter, or summer). Absolute and percent change were then calculated between the historical and future time periods.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4852/40043445543_9e7f05cd91.jpg"" /></p>",Historical summer precipitation (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/3cece2895280441b85c5b5432b325a17"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgSummerPrecipHistorical1975_2005_CONUS/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/3cece2895280441b85c5b5432b325a17/license,"[""005:96""]",2019-03-25,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""precipitation"", ""water yield"", ""CONUS"", ""contiguous US""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/e3e0764df5914bfcaab5565ac92acc4e,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the state of Alaska were developed by the Scenarios Network for Alaska and Arctic Planning (SNAP) (https://snap.uaf.edu). Average temperature values were calculated as the mean of monthly minimum and maximum air temperature values (degrees C), averaged over the season of interest (annual, winter, or summer). These datasets have several important differences from the MACAv2-Metdata (https://climate.northwestknowledge.net/MACA/) products, used in the contiguous U.S. They were developed using different global circulation models and different downscaling methods, and were downscaled to a different scale (771 m instead of 4 km). While these cover the same time periods and use broadly similar approaches, caution should be used when directly comparing values between Alaska and the contiguous United States.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm8.staticflickr.com/7906/47007971681_a1558bab73.jpg"" /></p>",Historical summer temperature (Alaska) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/e3e0764df5914bfcaab5565ac92acc4e"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgSummerTempHistorical1975_2005_AK/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/e3e0764df5914bfcaab5565ac92acc4e/license,"[""005:96""]",2019-03-25,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""temperature"", ""warming"", ""Alaska""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/d2542bb7a86d437f91ab0755d4121891,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the contiguous United States are ensemble mean values across 20 global climate models from the CMIP5 experiment (https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00094.1), downscaled to a 4 km grid. For more information on the downscaling method and to access the data, please see Abatzoglou and Brown, 2012 (https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.2312) and the Northwest Knowledge Network (https://climate.northwestknowledge.net/MACA/). We used the MACAv2- Metdata monthly dataset; average temperature values were calculated as the mean of monthly minimum and maximum air temperature values (degrees C), averaged over the season of interest (annual, winter, or summer). Absolute change was then calculated between the historical and future time periods.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4871/47007969971_25a86b4265.jpg"" /></p>",Historical summer temperature (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/d2542bb7a86d437f91ab0755d4121891"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgSummerTempHistorical1975_2005_CONUS/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/d2542bb7a86d437f91ab0755d4121891/license,"[""005:96""]",2019-03-26,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""temperature"", ""warming"", ""CONUS"", ""contiguous US""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/ab29080ff57f4153973fc2679aff0c85,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the state of Alaska were developed by the Scenarios Network for Alaska and Arctic Planning (SNAP) (https://snap.uaf.edu). Monthly precipitation values (mm) were summed over the season of interest (annual, winter, or summer). These datasets have several important differences from the MACAv2-Metdata (https://climate.northwestknowledge.net/MACA/) products, used in the contiguous U.S. They were developed using different global circulation models and different downscaling methods, and were downscaled to a different scale (771 m instead of 4 km). While these cover the same time periods and use broadly similar approaches, caution should be used when directly comparing values between Alaska and the contiguous United States.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4886/47007971481_f32b0f9457.jpg"" /></p>",Historical winter precipitation (Alaska) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/ab29080ff57f4153973fc2679aff0c85"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgWinterPrecipHistorical1975_2005_AK/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/ab29080ff57f4153973fc2679aff0c85/license,"[""005:96""]",2019-03-25,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""precipitation"", ""water yield"", ""Alaska""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/4f179a9127e441088efac2930fe4a2fb,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the contiguous United States are ensemble mean values across 20 global climate models from the CMIP5 experiment (https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00094.1), downscaled to a 4 km grid. For more information on the downscaling method and to access the data, please see Abatzoglou and Brown, 2012 (https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.2312) and the Northwest Knowledge Network (https://climate.northwestknowledge.net/MACA/). We used the MACAv2- Metdata monthly dataset; monthly precipitation values (mm) were summed over the season of interest (annual, winter, or summer). Absolute and percent change were then calculated between the historical and future time periods.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm5.staticflickr.com/4817/47007969731_e479044044.jpg"" /></p>",Historical winter precipitation (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/4f179a9127e441088efac2930fe4a2fb"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgWinterPrecipHistorical1975_2005_CONUS/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/4f179a9127e441088efac2930fe4a2fb/license,"[""005:96""]",2019-03-21,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""precipitation"", ""water yield"", ""CONUS"", ""contiguous US""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/918a8c47bc1c4035b9ee231fa0037a4d,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the state of Alaska were developed by the Scenarios Network for Alaska and Arctic Planning (SNAP) (https://snap.uaf.edu). Average temperature values were calculated as the mean of monthly minimum and maximum air temperature values (degrees C), averaged over the season of interest (annual, winter, or summer). These datasets have several important differences from the MACAv2-Metdata (https://climate.northwestknowledge.net/MACA/) products, used in the contiguous U.S. They were developed using different global circulation models and different downscaling methods, and were downscaled to a different scale (771 m instead of 4 km). While these cover the same time periods and use broadly similar approaches, caution should be used when directly comparing values between Alaska and the contiguous United States.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm8.staticflickr.com/7894/47007971101_ba3fb8eb4c.jpg"" /></p>",Historical winter temperature (Alaska) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/918a8c47bc1c4035b9ee231fa0037a4d"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgWinterTempHistorical1975_2005_AK/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/918a8c47bc1c4035b9ee231fa0037a4d/license,"[""005:96""]",2019-03-22,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""temperature"", ""warming"", ""Alaska""]"
http://enterprisecontent-usfs.opendata.arcgis.com/datasets/d05fd21f8a954d93a53a4cbf61f62866,public,"{""hasEmail"": ""mailto:ebaiello@fs.fed.us"", ""@type"": ""vcard:Contact"", ""fn"": ""USFS AGOL Admin""}","[""005:059""]","<p>The National Forest Climate Change Maps project was developed by the Rocky Mountain Research Station (RMRS) and the Office of Sustainability and Climate to meet the needs of national forest managers for information on projected climate changes at a scale relevant to decision making processes, including forest plans. The maps use state-of-the-art science and are available for every national forest in the contiguous United States with relevant data coverage. Currently, the map sets include variables related to precipitation, air temperature, snow (including snow residence time and April 1 snow water equivalent), and stream flow.</p>

<p>Historical (1975-2005) and future (2071-2090) precipitation and temperature data for the contiguous United States are ensemble mean values across 20 global climate models from the CMIP5 experiment (https://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00094.1), downscaled to a 4 km grid. For more information on the downscaling method and to access the data, please see Abatzoglou and Brown, 2012 (https://rmets.onlinelibrary.wiley.com/doi/full/10.1002/joc.2312) and the Northwest Knowledge Network (https://climate.northwestknowledge.net/MACA/). We used the MACAv2- Metdata monthly dataset; average temperature values were calculated as the mean of monthly minimum and maximum air temperature values (degrees C), averaged over the season of interest (annual, winter, or summer). Absolute change was then calculated between the historical and future time periods.</p>

<p>Raster data are also available for download from RMRS site (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/categories/us-raster-layers.html), along with pdf maps and detailed metadata (https://www.fs.fed.us/rm/boise/AWAE/projects/NFS-regional-climate-change-maps/downloads/NationalForestClimateChangeMapsMetadata.pdf).</p>

<p><img src=""https://farm8.staticflickr.com/7882/47007969411_f67ec4791c.jpg"" /></p>",Historical winter temperature (CONUS) (Image Service),"[{""accessURL"": ""http://enterprisecontent-usfs.opendata.arcgis.com/datasets/d05fd21f8a954d93a53a4cbf61f62866"", ""@type"": ""dcat:Distribution"", ""format"": ""Web page"", ""mediaType"": ""text/html"", ""title"": ""ArcGIS Open Dataset""}, {""accessURL"": ""https://apps.fs.usda.gov/fsgisx01/rest/services/RDW_Climate/AvgWinterTempHistorical1975_2005_CONUS/ImageServer"", ""@type"": ""dcat:Distribution"", ""format"": ""Esri REST"", ""mediaType"": ""application/json"", ""title"": ""Esri Rest API""}]",https://hub.arcgis.com/api/v2/datasets/d05fd21f8a954d93a53a4cbf61f62866/license,"[""005:96""]",2019-03-22,"{""name"": ""U.S. Forest Service""}","[""USDA Forest Service"", ""USFS"", ""Office of Sustainability and Climate"", ""OSC"", ""Rocky Mountain Research Station"", ""RMRS"", ""Air Water and Aquatic Environments Program"", ""AWAE"", ""climate"", ""climate change"", ""National Forests"", ""Open Data"", ""temperature"", ""warming"", ""CONUS"", ""contiguous US""]"
